Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA02,OUT010,430.2640935965446
FDG10,OUT017,1532.7009297266084
FDW39,OUT010,621.5687714438868
FDP04,OUT019,362.4812299723269
NCM55,OUT013,2912.7090476703543
FDG47,OUT045,3430.2461593027797
NCU41,OUT017,2811.737187105723
NCK31,OUT017,1353.6226354664686
FDZ46,OUT045,1565.0732531846588
FDU13,OUT027,3141.5133903922406
NCF19,OUT045,1179.409375115998
NCJ43,OUT013,2976.47457624615
NCJ05,OUT045,2359.3740040661282
FDS04,OUT027,2981.213129963456
FDX28,OUT010,315.410856297028
FDB41,OUT027,1824.4053014117612
FDG53,OUT046,1989.3452629233739
FDL15,OUT010,485.3184291740017
FDQ08,OUT049,1406.1309834756962
DRN36,OUT013,1619.4993756029073
FDI46,OUT013,3401.3458952052233
FDG16,OUT027,4970.499713848512
FDV32,OUT013,1262.537828452978
FDF44,OUT010,322.4770675796003
FDK04,OUT018,1101.8449174052832
NCA41,OUT013,2653.492030819069
FDD51,OUT017,1216.4304219600094
NCZ53,OUT045,2814.223970795219
FDP01,OUT027,3751.3850024859375
FDY25,OUT049,2782.4189779834305
FDB17,OUT018,2376.8779195516654
NCV54,OUT018,1700.773264802363
FDJ32,OUT017,1317.367571102358
FDA37,OUT049,1875.2874050470843
FDG35,OUT035,3377.15622932734
NCM05,OUT018,3011.151949126177
FDG45,OUT046,3330.254851024862
FDH28,OUT013,1152.7912565955996
NCE18,OUT049,3597.649524733583
FDH38,OUT045,1727.7319815157316
FDR56,OUT013,3196.8014960683017
FDH17,OUT027,2627.3704114656534
FDD39,OUT049,2968.3870219219093
FDB41,OUT049,1351.7430807082856
NCR53,OUT046,3253.192237643985
FDX46,OUT017,1099.7084048086479
FDV28,OUT049,1359.0923212200075
FDA08,OUT018,2522.8463416222294
FDH45,OUT017,1359.1960543116172
NCS38,OUT010,311.51586626278527
FDD40,OUT010,641.8881303618457
DRM59,OUT035,2418.5486836373475
NCJ43,OUT018,2696.3753889665527
NCN29,OUT013,1280.3533689933988
NCC19,OUT045,2733.2342414756126
FDR56,OUT035,3134.787344346132
FDZ43,OUT049,3782.519949864751
FDJ32,OUT010,266.05626028444885
DRH03,OUT017,1574.3453212826462
NCZ54,OUT035,3159.083913742631
FDE26,OUT017,2547.218765562438
FDS03,OUT045,1291.0618291865553
DRZ24,OUT019,465.76097333155076
FDO48,OUT027,4797.729029073382
FDW39,OUT049,2912.054326423394
NCK05,OUT049,1428.8827448035709
NCK30,OUT017,3535.5031686019697
FDT27,OUT018,3142.702775166849
FDS08,OUT019,678.7016091958344
NCJ19,OUT049,1591.2935379927399
FDC58,OUT045,1186.6180506839198
DRE37,OUT013,3359.3245480715827
FDW02,OUT035,1950.8884556204616
FDJ02,OUT010,432.5577809725128
FDX09,OUT045,2699.6430665608477
FDT31,OUT010,562.1599131935859
FDI24,OUT049,3164.41648481275
FDY09,OUT045,2798.672575894624
FDV28,OUT045,1109.082091324753
DRM47,OUT049,3246.2154614333895
FDT52,OUT019,965.7935760943249
FDI48,OUT018,1076.1632444776862
FDY55,OUT017,3805.815325336619
FDU48,OUT013,2095.1077363509007
FDN25,OUT045,1201.4781999723498
FDP20,OUT049,2065.324034484607
FDJ15,OUT013,2883.848159463527
FDD04,OUT018,1646.8440165667096
FDY58,OUT045,3497.45463926584
FDR37,OUT018,2585.7515606353163
FDF44,OUT013,1916.761296253468
FDD32,OUT045,1404.214113670644
FDR57,OUT017,2645.35901703666
DRG39,OUT027,1897.8526102264634
FDX15,OUT017,2541.269848212352
DRN37,OUT045,2820.1460805339893
FDW40,OUT027,3513.880091582787
FDB32,OUT049,1590.7439413103718
FDM40,OUT018,1848.1381382948682
FDE39,OUT027,2573.3088152514224
DRH49,OUT017,1532.1070557071773
FDT46,OUT049,1541.8254674367604
NCF06,OUT035,3370.1368317564365
FDP07,OUT017,3192.292574353166
FDC04,OUT013,3646.8161025656914
FDZ32,OUT017,1759.9547024012907
FDD50,OUT045,2744.6629894296566
FDU56,OUT017,3054.9826525256594
FDV34,OUT017,1547.7596241214292
NCY41,OUT013,1075.6987113678297
NCK18,OUT046,2369.559557808682
DRH25,OUT049,1425.5741356868796
FDT57,OUT046,3026.6606389650824
FDV56,OUT018,1243.5466767875578
FDV12,OUT045,1721.212060424359
FDN52,OUT017,1508.1452835650784
FDX38,OUT035,1306.6655407939402
FDE47,OUT018,1599.3788400078356
NCO07,OUT013,3066.662603578546
FDV09,OUT027,3208.2993073498956
FDZ23,OUT019,740.5526454227327
DRH51,OUT018,1429.3480322721562
NCY54,OUT045,2512.843896445596
DRG49,OUT013,3527.7403845144713
NCC19,OUT049,3762.610992085567
NCV53,OUT045,3444.7971180026316
FDZ47,OUT019,431.808430494553
NCO26,OUT018,1743.3724128368528
NCP02,OUT045,1244.6138991179555
NCW30,OUT018,2910.8807752593275
NCN55,OUT046,3123.1570290962954
FDB20,OUT010,275.1982626528147
DRL11,OUT013,2245.334114325626
DRD60,OUT045,2734.905795438334
FDW14,OUT010,320.80328687256474
FDL27,OUT010,321.521651506396
FDU09,OUT018,1112.1284337651875
DRH36,OUT027,2107.21814039024
FDP34,OUT027,3547.8123341931378
FDE04,OUT017,3074.3159924535407
FDZ57,OUT027,3060.2203133522708
FDF02,OUT010,312.21415052794964
FDG28,OUT045,3684.60704617069
NCI31,OUT046,1298.73470693784
FDT43,OUT013,1242.9278838225166
FDU20,OUT046,2073.5795432330274
FDD53,OUT013,1171.8835992479394
FDW15,OUT045,2538.1656311762576
NCT53,OUT045,2257.039746034567
NCG55,OUT027,2684.522399680196
FDD48,OUT035,1636.2557472487852
FDG47,OUT049,3422.938556651082
FDI21,OUT017,1301.9593657400146
FDT27,OUT017,3444.2736213244652
DRO35,OUT013,1843.8858425619665
FDD33,OUT017,3794.5658945699774
FDC04,OUT035,3396.3597687346773
FDY34,OUT013,2758.3505002269176
DRJ49,OUT049,1992.5061958006113
FDE05,OUT049,2191.296702215787
FDU31,OUT017,3705.7179868585517
NCN19,OUT027,4222.553792947072
FDK56,OUT027,4886.791295742051
FDK58,OUT017,1495.3621733966029
NCJ42,OUT035,1885.8788454166483
FDZ34,OUT027,4498.0664187365455
FDA52,OUT018,2264.015907589158
NCR29,OUT013,1019.6911060158161
FDT48,OUT035,2729.0547044061236
DRJ51,OUT019,786.3554804223279
NCS54,OUT046,2346.280325872952
FDV01,OUT035,2686.253106606391
DRG51,OUT027,3922.0530701998896
NCG42,OUT013,2200.029366226004
FDA51,OUT049,1749.1761631044153
FDV19,OUT010,430.03390809478196
NCT18,OUT045,2958.6515886760203
NCS41,OUT045,2470.0007533419976
FDO03,OUT046,3087.9728924669635
FDL12,OUT010,262.17937641199615
FDY37,OUT010,386.08370351364715
FDI58,OUT049,1470.5987817507357
FDT28,OUT018,2014.3737193069844
NCC42,OUT010,385.3621451213153
FDO01,OUT017,2008.781713771943
FDJ02,OUT013,2188.8128946887105
FDQ04,OUT018,1243.173084662506
DRL47,OUT013,1890.1955284110886
FDZ32,OUT035,1912.3845848451651
FDC35,OUT035,3567.4073340767673
FDX14,OUT045,1316.0084774990307
FDZ35,OUT013,1783.202276181826
FDL14,OUT013,2241.4550709657206
FDO04,OUT049,1337.5690048261915
DRK11,OUT017,2600.979602300323
FDB44,OUT018,3032.174908668583
FDZ50,OUT049,3220.4421961978373
FDI12,OUT027,2465.895252836296
FDU43,OUT017,4245.955995958477
FDD58,OUT010,302.86627064690924
FDB27,OUT017,2971.0895876179748
FDB04,OUT018,1273.910071941891
NCO17,OUT013,1905.1284414515158
FDL12,OUT017,1253.3158172775854
DRJ13,OUT049,2538.6096083621173
FDD57,OUT045,1538.4469208387297
FDW19,OUT035,1940.3945552766995
DRD27,OUT018,1332.3448404666574
FDH27,OUT027,3353.8301515943663
NCW30,OUT027,5723.665243706761
FDR40,OUT018,1302.1778598863125
FDG05,OUT013,2320.5581590775682
NCY41,OUT019,299.7730116833302
FDI38,OUT018,2613.338107351074
FDR20,OUT046,1299.255281658645
FDE09,OUT017,1679.0023001508025
FDN50,OUT019,458.8281397984788
DRF27,OUT045,2261.7300643521025
DRF51,OUT013,1194.6245682838794
NCO02,OUT019,356.91128198824276
FDB51,OUT027,1931.4193356108372
FDJ50,OUT013,1109.882897067606
FDN52,OUT013,1498.877798008935
FDX14,OUT013,1390.7925446175598
FDT27,OUT019,907.3191295214649
FDV10,OUT013,1072.7260275076926
FDU33,OUT046,1339.0265250252642
FDU58,OUT046,3211.0140912053475
NCP42,OUT027,4798.392745854322
FDL51,OUT027,4919.026923174368
DRH15,OUT027,1814.3784780128005
FDU16,OUT017,1578.5199805460281
FDW15,OUT017,2592.2257692922053
FDQ44,OUT045,1868.8541734743646
NCI06,OUT027,4681.452883502268
DRK23,OUT019,838.7951165992829
FDC28,OUT035,1650.6760553124986
NCY17,OUT019,354.5947935785953
NCV05,OUT018,2339.892865617442
FDM34,OUT019,492.8538934390431
DRD60,OUT027,4705.540763430097
FDT38,OUT046,1605.9189823127322
FDQ57,OUT018,2217.408879707454
FDE59,OUT027,1940.546589264261
NCM43,OUT046,2254.993059346508
DRI51,OUT049,2645.049469503703
NCG30,OUT017,1917.7444897631276
NCK54,OUT035,2126.790682018945
FDQ16,OUT019,357.19373172108726
FDI36,OUT013,2668.1926234880134
FDX16,OUT027,3240.421349460549
FDA34,OUT046,2777.8396128863014
FDJ48,OUT018,2974.106913703288
FDU47,OUT035,1992.6183404996725
FDS39,OUT046,1980.7991691417383
FDD11,OUT046,3312.8919029850867
FDM16,OUT027,2220.2406794855565
FDU56,OUT018,2721.1847573034293
FDQ32,OUT017,1876.220865369838
DRK35,OUT013,1299.2826681740746
FDA58,OUT049,3831.732961956007
DRG48,OUT019,603.2940634949132
FDT59,OUT010,773.5506391010276
FDQ31,OUT019,447.49843374013335
FDS51,OUT018,1188.8260324977532
FDW32,OUT027,2397.6461985223173
FDI15,OUT027,4971.512553644725
NCV30,OUT017,1237.5140250457084
DRG25,OUT049,3109.7856461782967
FDT02,OUT013,1231.583468756018
FDO33,OUT027,3215.1445812815728
FDP38,OUT035,1292.7844336251983
FDZ45,OUT035,3360.2962425955657
NCA54,OUT027,4627.71337324317
FDU33,OUT017,1169.9349699356985
FDN58,OUT017,3780.5878691409707
FDI05,OUT045,1354.341702063306
FDM57,OUT019,347.80345670010956
NCS42,OUT027,2336.014216203502
FDB57,OUT045,3386.2861558504137
FDC03,OUT045,2709.5913011224975
FDZ58,OUT013,2104.045895635881
NCK29,OUT045,1824.1604684631398
NCR53,OUT045,3168.241621052918
FDE26,OUT027,3372.627059342119
FDU52,OUT049,2550.3982166290043
FDE41,OUT027,2374.49376595289
FDU38,OUT018,2765.997522508093
FDA52,OUT017,2940.763065188526
FDW46,OUT046,1454.0501487609804
DRI59,OUT035,3322.8300847548753
FDT38,OUT035,1251.194770009976
FDL33,OUT018,2640.950664648352
FDQ01,OUT027,4609.269751937783
FDJ08,OUT046,2728.9064407286155
FDQ47,OUT049,1443.9924852227418
NCZ18,OUT013,3307.1901116430163
FDE29,OUT017,1217.1164287812312
FDF10,OUT027,3402.8915804281387
FDC48,OUT049,1489.9198433188126
FDY58,OUT013,3318.5952369761935
NCX30,OUT010,746.4816701421792
FDV11,OUT013,2685.698373450052
FDT46,OUT046,1462.7884040030394
DRD01,OUT019,394.0055023202867
FDQ11,OUT013,3281.7852616630676
NCM41,OUT017,1462.0248370183726
NCC55,OUT013,1132.784446554776
FDG45,OUT027,5033.402695974891
NCQ54,OUT049,3096.2184698871256
FDM34,OUT045,1671.144029864147
FDD17,OUT019,941.1107230568446
FDN38,OUT027,5086.276297009077
FDB53,OUT018,1984.7283813490953
NCL06,OUT035,3825.7161617147585
NCV18,OUT019,392.9197359458419
FDX25,OUT013,2921.162295282982
FDB39,OUT046,1100.2877457015816
FDC33,OUT049,3628.249208869036
NCO14,OUT018,1013.7761386842801
FDA58,OUT027,5439.935966205126
NCQ02,OUT017,3353.1544024473833
NCR53,OUT017,2986.5203633967176
FDN52,OUT046,1464.4316324783845
FDG26,OUT046,3464.091909345516
FDE23,OUT027,1922.3862938975967
DRI37,OUT013,1346.0568269205746
DRH37,OUT018,2400.0226325146746
FDO01,OUT035,2171.618238871483
FDK45,OUT049,1841.1691136165375
FDP23,OUT049,3388.3386366416353
FDM33,OUT035,3665.791227849952
FDD36,OUT017,1874.3443498170327
FDL56,OUT017,1470.1765322301758
FDT27,OUT010,742.2295674373886
FDG52,OUT017,1111.1137761801654
NCL42,OUT035,3493.646169907315
DRJ24,OUT046,2669.075075612646
FDV38,OUT046,1190.4187280875985
FDT35,OUT045,2706.0785539582776
FDY51,OUT045,3040.687327536822
FDC37,OUT017,1762.1960324918346
NCP43,OUT013,2777.187148547415
FDO33,OUT045,1677.4659359425086
FDW04,OUT018,1619.312748053184
NCC31,OUT046,2184.9696460044183
FDK22,OUT049,4059.5643586045035
FDJ50,OUT017,1244.0690549318151
FDV13,OUT017,1581.0991326795604
DRL60,OUT017,2454.51455905963
FDW03,OUT017,1851.1616574771401
FDY27,OUT035,3127.421473184743
FDB39,OUT027,1891.494422118337
FDU59,OUT045,2450.206774130833
FDZ57,OUT049,1929.382820840606
FDO21,OUT049,3487.7924445051744
FDS43,OUT018,2649.2471955498486
FDU28,OUT010,540.0747407761419
FDC51,OUT010,357.84980639389755
FDW16,OUT010,249.8988463169219
FDP32,OUT010,296.5042077269934
FDB60,OUT019,700.5897138714729
NCQ30,OUT046,1792.3118067814273
FDD26,OUT049,2956.6173883544634
FDI44,OUT045,1317.3490885530455
DRH23,OUT046,1516.5901996907596
FDO44,OUT046,1536.6513170645603
FDG04,OUT046,3059.050866265223
FDM32,OUT027,2954.936301693761
FDM09,OUT013,2758.5629799006383
FDZ47,OUT013,1643.5636483437925
FDM40,OUT027,3170.8160105802426
FDY48,OUT017,1723.061212751928
NCM30,OUT045,1177.5072245357537
FDX36,OUT010,549.1548069049909
DRF03,OUT017,1110.4626321065741
FDN51,OUT049,3462.1167491703436
FDM57,OUT049,1347.8370012673809
FDB35,OUT049,1721.320660389413
FDY13,OUT027,2318.90421129297
FDA37,OUT017,2106.6324127973653
NCX53,OUT017,2243.395496255721
FDD59,OUT018,1321.2147495261254
FDX10,OUT019,269.03198457474855
FDC03,OUT018,2686.5172624081974
FDW43,OUT035,3724.2706789635986
FDW10,OUT046,2585.4859060608605
FDY14,OUT027,5521.951492925256
FDV43,OUT045,1074.2257098761963
FDO40,OUT013,2588.972004544506
FDP46,OUT027,2727.9170123236254
NCE43,OUT019,661.7968094215194
FDD05,OUT035,1799.3931273719504
FDJ60,OUT010,465.84872298226765
DRE27,OUT018,1418.1921869335947
FDO11,OUT035,3820.0924305524095
DRG11,OUT027,2607.279761868008
FDK33,OUT010,613.6280247698564
DRM23,OUT045,2705.3266455154558
FDJ02,OUT027,3406.643312255852
NCZ05,OUT045,1456.8285006519932
NCL30,OUT013,1843.5871962065548
FDZ19,OUT018,2607.490571129054
FDM45,OUT049,1830.5589044664837
FDO36,OUT046,2477.7334410950375
NCK31,OUT045,1218.579586852532
DRJ37,OUT045,2633.023393126741
FDP24,OUT018,1495.1437049996684
FDF46,OUT013,1797.0442020540686
FDX46,OUT019,353.3128606239295
NCL18,OUT045,2639.297756876812
FDJ26,OUT013,3008.307687743957
FDJ07,OUT045,1658.5253331268098
FDY15,OUT013,2436.429050508308
DRG01,OUT045,1215.4556109052592
FDF58,OUT045,1272.7539297236535
FDZ14,OUT019,447.87300616818493
FDP31,OUT049,1401.1815816197754
FDH45,OUT013,1278.5508546860362
FDA09,OUT010,526.7529830953795
FDW31,OUT035,3074.758561080896
FDA57,OUT046,1420.882123439384
NCE55,OUT035,2934.5489349758527
FDC17,OUT019,935.4447081469702
FDC59,OUT013,1318.0215617052422
FDA22,OUT013,2779.669107270421
FDK52,OUT035,3461.7486627473413
NCM26,OUT046,2126.471659978554
NCT53,OUT035,2732.608926807502
FDW45,OUT018,2532.7629360535097
NCI18,OUT035,3255.442337835767
FDE38,OUT018,2516.4820260677157
FDF08,OUT019,441.86058394444194
FDY58,OUT010,633.7590980566563
FDF58,OUT019,441.061976744591
FDX39,OUT017,3537.59833325207
FDB44,OUT049,3243.8156236951263
FDF28,OUT013,1935.6092769381905
FDE39,OUT013,1626.958402481432
FDT37,OUT018,2901.948282767106
FDZ45,OUT017,3550.1339877575897
FDO40,OUT035,2696.988974000706
FDM57,OUT027,2255.6402035556953
DRG36,OUT017,2895.0970455859647
FDY36,OUT010,266.8400722974027
DRL60,OUT027,3519.5146306438082
FDS25,OUT019,397.3387373068574
DRF49,OUT027,2535.8496765500395
FDP16,OUT045,3808.8496339023386
FDS60,OUT049,3080.7457034395934
FDU15,OUT027,1999.7966490731671
FDK43,OUT046,1793.4792891896427
FDN25,OUT046,1335.2163168105176
FDE53,OUT049,1645.2258203206125
FDB22,OUT013,2631.4548627091863
FDE39,OUT017,1837.1451891140312
FDX35,OUT035,3679.0843432300735
NCG54,OUT049,3400.2550793389387
FDH27,OUT035,2538.314408489335
NCK42,OUT013,3270.0638003704626
FDS25,OUT049,1804.4851473335364
FDI10,OUT018,2607.4221551762166
FDU35,OUT035,1890.512404506916
FDI04,OUT017,3294.1325554023124
DRK23,OUT035,3433.245323539715
FDB53,OUT019,446.19380133710706
FDY02,OUT049,3506.2099410638343
FDM60,OUT035,1145.5637239734608
NCJ31,OUT010,681.5161747355708
DRP35,OUT017,1971.100738015312
NCQ30,OUT018,1744.6679346971407
DRL11,OUT010,445.90777762091466
FDU01,OUT013,2863.372499058724
FDR39,OUT035,3143.6214214784045
FDO08,OUT046,2720.5211757735224
FDC02,OUT045,3455.304945561037
NCZ29,OUT035,2000.7423673202047
FDF29,OUT010,321.62236030597546
FDZ23,OUT017,2838.6090631518914
NCU53,OUT018,2292.4025212087868
NCW30,OUT013,3690.7359854591223
NCM26,OUT027,3651.013504772834
FDV50,OUT027,2652.9676093255193
FDW15,OUT049,2434.4123202714354
FDI35,OUT027,4387.615151246976
FDO11,OUT017,3509.4532421293143
FDN48,OUT046,1643.1833776290046
NCA17,OUT049,2409.4354028398852
NCN54,OUT013,1135.5003135415277
FDP22,OUT013,1284.344783038261
NCB54,OUT035,1909.7583839395675
FDD08,OUT045,928.5539088722539
DRM48,OUT010,276.48510659804265
FDG41,OUT027,2667.014697227062
FDE44,OUT027,2143.7290385835922
FDE26,OUT035,2353.060648366713
NCS38,OUT013,1670.4145943998733
NCJ54,OUT018,3046.1875401501047
FDI40,OUT019,320.44449272603947
FDN45,OUT018,3044.276332796569
FDU43,OUT046,3322.8272067454704
FDI04,OUT010,569.9630987963476
NCC07,OUT018,1483.7771869190187
NCC07,OUT019,437.8907341041354
NCD18,OUT045,3311.360743599028
FDU55,OUT035,3822.436598925062
FDX59,OUT035,1415.9960723852078
FDR52,OUT049,3345.4209846827
NCP17,OUT013,1148.3058047917805
FDQ32,OUT045,1795.5377603107045
NCT17,OUT049,2947.345869716827
FDO10,OUT049,1348.9763815585525
FDE32,OUT049,1284.134536469072
FDN44,OUT045,2413.937661741895
FDH02,OUT035,1920.867106372143
FDK60,OUT013,1690.796429893956
FDS24,OUT019,455.1462719474689
FDL03,OUT010,713.5087641825614
FDB46,OUT027,4830.029906920079
FDO48,OUT049,3339.030183136394
FDZ39,OUT049,1802.0414312811054
FDT02,OUT027,1810.0761581122351
FDC50,OUT013,1824.1936250542994
FDP39,OUT035,1407.7647338386237
DRG15,OUT018,1297.3708518511235
FDP10,OUT018,1587.3578485528892
FDF53,OUT027,4367.750392479855
FDN34,OUT045,2683.3004345168883
FDK02,OUT045,1719.7603612601033
FDC23,OUT045,2974.0432340867083
FDJ10,OUT019,399.8399096741514
FDE53,OUT035,1713.8100882167878
FDR25,OUT035,3585.0274399580157
FDW50,OUT046,2598.8767057774508
FDS09,OUT049,1278.2060855039153
FDW49,OUT010,554.0571541642778
FDU51,OUT046,2490.2159603503496
FDF28,OUT018,1457.5300899433228
NCY30,OUT018,2511.559856283874
FDD44,OUT045,4035.4335406124405
FDX09,OUT017,3028.9598573812036
NCF30,OUT013,2064.239331741911
FDZ50,OUT019,779.7472449734146
FDW37,OUT013,1590.9422091584306
FDD11,OUT049,3472.1690735799716
DRH39,OUT018,1281.0242397654933
FDA36,OUT049,2895.9911138760103
NCG43,OUT049,1621.0791572745538
FDF02,OUT035,1712.7234764368732
FDP57,OUT027,2501.478311067118
NCE42,OUT017,3276.3001228673284
NCR38,OUT027,4883.142879048979
FDP03,OUT019,510.72984169685196
FDO51,OUT035,1414.689596852796
NCQ42,OUT046,1907.7773807471192
NCM41,OUT046,1683.4995086627362
FDH48,OUT027,2186.4775775244098
DRF60,OUT046,3071.3483687608955
FDJ27,OUT035,1745.6404581328493
FDQ14,OUT013,2275.849241422618
FDN27,OUT017,1897.9379521494523
NCQ02,OUT046,2526.507833210075
FDJ33,OUT049,1860.7356322555793
FDP07,OUT027,5150.706854056162
DRE01,OUT049,3758.9834172740902
FDU36,OUT045,1537.2631080651586
FDL28,OUT017,3379.907127857297
NCX53,OUT046,2271.5962670803824
FDZ39,OUT013,1713.4734653720723
NCP42,OUT013,3013.9677471792083
FDJ14,OUT035,1630.6424169072013
FDK04,OUT049,1238.2994132169656
NCC19,OUT017,2701.8178488496
FDS09,OUT018,1123.999257850457
FDZ02,OUT046,1547.8655889753736
FDD35,OUT018,1593.0752535436595
NCY42,OUT017,2441.256946868303
FDB05,OUT045,3502.001804608631
FDF20,OUT035,3349.4823613382605
NCO41,OUT018,1570.7488487021044
FDC40,OUT027,2283.1730324565483
FDV58,OUT045,2599.014494650299
FDZ57,OUT045,1881.2363829541916
DRM35,OUT046,2676.9110283667915
DRN36,OUT018,1215.0293326046121
FDQ13,OUT046,1522.566539084383
DRO35,OUT010,341.388404485848
NCD43,OUT035,1984.1994107027904
FDA51,OUT018,1559.0983975136805
NCX17,OUT027,4877.298101443209
NCZ17,OUT049,1181.4437807493464
FDR11,OUT027,3755.285101409424
FDW34,OUT049,4115.0163946033335
FDN50,OUT017,1648.9181677089625
FDS09,OUT046,1490.9261367362346
FDS48,OUT018,2094.0161340108493
FDL44,OUT049,3038.8989677196955
DRF48,OUT018,2602.5863482175832
FDA14,OUT018,2096.5007279474157
NCD30,OUT049,1767.665698343766
FDI16,OUT017,1235.6003234017858
NCG06,OUT035,3699.435235140675
DRZ24,OUT035,1872.3883157975188
NCS17,OUT045,1540.6655970788793
FDB37,OUT045,3329.9813855990396
FDE10,OUT035,1882.3291433213965
FDC57,OUT045,3182.5355637346065
FDM12,OUT018,2726.614365696667
FDE24,OUT049,2062.510081853354
FDW22,OUT045,3265.4384594638827
DRD01,OUT027,1992.0074931080676
NCZ18,OUT027,4331.736880730583
FDN49,OUT045,1392.756414401039
FDR22,OUT035,1793.6216186124911
FDV08,OUT019,397.08484710642756
FDY39,OUT046,3109.9029010723793
FDV36,OUT049,2022.6839515738482
FDO60,OUT045,1384.058505325918
FDU04,OUT027,2687.929143819666
FDR20,OUT027,2053.1990897891123
FDW19,OUT019,448.45705278283754
FDU40,OUT049,3008.1125366539763
FDK15,OUT045,1614.352874060784
DRF15,OUT035,2532.8901036641646
FDQ25,OUT017,2938.9755043338905
FDI48,OUT019,393.2901007200387
FDS49,OUT046,1431.894114301011
FDV22,OUT046,2589.028376740995
NCV42,OUT046,1754.8815221600462
FDX26,OUT046,2983.465660427181
FDI33,OUT018,1539.0412187508527
FDZ14,OUT049,1769.8687237292315
FDG10,OUT013,1257.4126870939763
FDM38,OUT018,1231.277569358187
FDG26,OUT027,5360.4829101447085
FDH46,OUT035,1746.3391301360446
FDN13,OUT018,1500.1727977004816
FDU57,OUT035,2589.1424627302476
NCI06,OUT046,2737.954655420074
FDM38,OUT045,1411.5152944506517
NCG42,OUT010,352.83059296875444
FDL39,OUT045,2556.312359470831
FDT31,OUT019,836.0415723146173
FDV59,OUT013,3064.1194747683166
FDB49,OUT035,1653.0425783381497
FDD58,OUT049,1903.738485028929
DRN59,OUT046,1460.4133465006043
FDX48,OUT049,2532.158476297941
FDQ11,OUT049,3434.8085681578086
FDY12,OUT049,1388.6294353945736
FDQ11,OUT045,3374.7770295985465
DRI11,OUT017,1955.709880888712
FDY32,OUT027,3897.357471829123
FDS51,OUT045,1249.432084964742
FDR19,OUT010,431.7738492250817
DRB13,OUT018,2723.7675100717706
FDS21,OUT035,1423.3983929965452
FDQ40,OUT045,3015.610299176922
NCE55,OUT013,2908.772927156143
FDX43,OUT027,4012.275695434142
FDS12,OUT049,1958.4012412267318
DRK01,OUT027,2414.439674112086
FDN25,OUT017,1347.249053775933
FDB60,OUT046,3084.763823548639
FDQ13,OUT017,1536.856450543778
DRK13,OUT045,3033.52230176715
DRF25,OUT018,921.5298392592085
NCD42,OUT019,355.67471123005225
FDW25,OUT045,1620.7033439902793
NCV29,OUT027,4320.186314416115
NCK42,OUT035,3177.969937229248
DRJ13,OUT027,3797.9996275457606
DRD15,OUT017,3435.296430238343
FDM27,OUT045,2523.542196328207
FDZ50,OUT018,2751.4355726872614
FDC04,OUT046,3364.3781057949654
FDF50,OUT049,2798.3915721551266
FDP15,OUT045,3464.7440842747546
FDK46,OUT035,3789.7017111376463
FDZ56,OUT018,2249.77258492557
FDY60,OUT049,2238.723900597217
FDB10,OUT035,3880.9828983683874
FDR57,OUT045,2458.5349532079135
FDU58,OUT049,3251.947582796468
FDH02,OUT046,1650.59314024778
FDP48,OUT013,2673.0399293388055
FDI46,OUT035,3871.7452232686137
FDW56,OUT013,3136.30054751592
NCM19,OUT010,421.23561353504897
FDS50,OUT027,5159.268701658206
FDK24,OUT013,1352.766835509751
FDO36,OUT017,2971.644976020012
FDK45,OUT027,2499.405167286508
NCL05,OUT045,1270.7404454121684
FDL32,OUT018,1416.2922731708868
FDA28,OUT049,1866.1466567017665
FDY36,OUT018,1046.233532426793
FDP32,OUT018,1732.5847849656038
FDL50,OUT046,1774.1054349850522
DRC24,OUT049,2563.1662296349864
NCS18,OUT017,1823.6685334356657
FDD16,OUT017,1573.449656808239
NCV18,OUT013,1675.3888706885568
FDX07,OUT046,2649.1127862077947
NCZ05,OUT027,2787.0176469973076
NCI31,OUT013,1304.3860055209725
FDK14,OUT049,1461.0244943041828
NCR06,OUT045,1157.0420201080121
NCF54,OUT049,3279.0627286181852
DRG23,OUT010,476.48999264694044
FDD53,OUT046,1057.209676371048
NCM31,OUT027,2941.2082358447005
FDT16,OUT017,3475.2171226973396
FDR40,OUT035,1381.3609589382622
DRG25,OUT017,3055.4004125214133
FDT10,OUT035,1369.6830120707225
FDY32,OUT013,2840.507056591147
FDN50,OUT035,2087.4246103121504
FDZ35,OUT019,430.43753360569576
NCP54,OUT045,1731.1706433490265
NCD07,OUT035,1882.177335618891
FDS02,OUT018,3040.8768558821525
DRN59,OUT018,1167.0358102715797
DRB24,OUT013,2440.9907631698593
FDP37,OUT027,3067.6845173978
DRB01,OUT018,2763.9197026538786
FDR47,OUT046,3320.767863727584
NCM31,OUT010,470.0865718384939
NCF06,OUT027,5462.404105396734
NCV17,OUT027,3028.7872983767074
FDS10,OUT049,2609.7073070061783
FDN52,OUT035,1527.4617117812538
FDZ48,OUT013,2085.8129468259103
FDJ48,OUT049,3477.6188863448483
DRB13,OUT027,4576.772194698669
FDV59,OUT017,3369.005272478319
FDL32,OUT035,1711.7193898137746
FDZ12,OUT035,1839.279750757521
NCR06,OUT027,1626.726860301906
FDP51,OUT017,1932.13022667135
FDY22,OUT013,2317.883516983286
FDZ38,OUT049,2811.5163547731086
NCO54,OUT035,1281.1822117476058
FDR23,OUT035,2903.257171314933
FDM38,OUT049,1451.746608535296
FDS25,OUT013,1875.7702975082675
FDZ22,OUT013,1404.2318676129062
